Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Kishineff	Jason		D	CA05	2019	11/26/2019	8216766
	Kizik	Ellen (Elle)		C	IN05	2019	7/6/2019	10028687
	Knaggs	Andrew Ferrieres		C	VA07	2019	1/29/2020	10029811
	Knaggs	Andrew Ferrieres		X	VA07	2019	10/31/2019	30006205
	Knezevich	Michael Steven		C	FL12	2019	8/8/2019	10029002
	Knezevich	Michael Steven		C	FL12	2019	8/28/2019	9115332
Hon.	Knight	Steve		C	CA25	2019	12/18/2019	10032271
Hon.	Knight	Steve		T	CA25	2019	5/2/2019	10025120
Hon.	Knight	Steve		X	CA25	2019	1/30/2019	30005037
	Knowlton	Diane Elise		D	TX13	2019	1/8/2020	40001816
Mr.	Koble	Clint Matthew		C	NV02	2019	5/28/2019	10028017
Mr.	Koble	Clint Matthew		X	NV02	2019	5/20/2019	30005816
	Kohler	Nevin		W		2019		9115404
Mr.	Kokinadis	Brett		C	NM03	2019	7/14/2019	10028095
Mr.	Kokinadis	Brett		D	NM03	2019	6/19/2019	40001520
	Koshy	Stan		W		2019		9114703
	Krause	Ryan Patrick		C	TX15	2019	11/17/2019	10031037
	Kreibich	Arati		C	NJ05	2019	10/31/2019	10029201
	Kreibich	Arati		X	NJ05	2019	9/4/2019	30006125
	Kreiselmaier	Elizabeth		C	WA06	2019	12/17/2019	10031152
Hon.	Krishnamoorthi	S. Raja		O	IL08	2019	8/7/2020	10036698
Hon.	Krishnamoorthi	S. Raja		X	IL08	2019	4/15/2020	30009853
	Kroske	Michael T.		C	FL23	2019	2/14/2020	10033643
	Krucoff	David		D	DC00	2019	10/22/2019	9115505
	Krull	Aaron Thomas		C	IA04	2019	5/21/2019	9114786
	Krull	Aaron Thomas		W		2019		9114787
	Kulikowski	Jaimie Lynn		C	CO06	2019	11/12/2019	10029993
	Kulkarni	Sri Preston		C	TX22	2019	7/16/2019	10028765
	Kumar	Rishi		C	CA18	2019	12/31/2019	10032343
	Kunkel	Catherine		A	WV02	2019	8/23/2019	10029243
	Kunkel	Catherine		C	WV02	2019	8/16/2019	10029168
Hon.	Kuster	Ann M.		O	NH02	2019	8/12/2020	8217504
Hon.	Kuster	Ann M.		X	NH02	2019	4/15/2020	30009861
Hon.	Kustoff	David		A	TN08	2019	8/2/2021	10041585
Hon.	Kustoff	David		O	TN08	2019	7/10/2020	10035601
Hon.	Kustoff	David		P	TN08	2019	4/15/2019	9114536
Hon.	Kustoff	David		P	TN08	2019	4/17/2019	9114539
Hon.	Kustoff	David		P	TN08	2019	12/10/2019	8216804
Hon.	Kustoff	David		P	TN08	2019	1/7/2020	8216875
Hon.	Kustoff	David		X	TN08	2019	4/15/2020	30009863
	Kutch	Roderick Bartleah		C	TX31	2019	12/30/2019	10032351
	Kutner	Eric Roger		C	CA53	2019	1/31/2020	10033469
	Kutner	Eric Roger		X	CA53	2019	12/12/2019	8216813
	Kuzmich	Stephen		C	TX24	2019	5/13/2019	10027223
Hon.	Labrador	Raúl R.		T	ID01	2019	1/27/2019	10025096
	Lackey	Courtney		D	CA25	2019	3/11/2020	8217078
Mr.	Lackie	Earl Patrick		C	MI05	2019	5/14/2019	10027690
	Lacy	J. Ross		A	TX11	2019	9/30/2019	10029549
	Lacy	J. Ross		C	TX11	2019	9/15/2019	10029422
	Ladjevardian	Sima Jandaghi		C	TX02	2019	3/2/2020	10033536
	Ladjevardian	Sima Jandaghi		X	TX02	2019	1/10/2020	8216870
Hon.	LaHood	Darin McKay		O	IL18	2019	8/13/2020	10036450
Hon.	LaHood	Darin McKay		X	IL18	2019	4/15/2020	30009872
	Laib	Rick		D	IL11	2019	9/9/2019	40001637
	Laib	Rick		X	IL11	2019	9/13/2019	30006147
	Lal	Amit		D	NY05	2019	9/16/2019	40001650
	Lal	Amit		D	NY05	2019	9/19/2019	9115402
	Lalota	Nicholas Joseph		W		2019		8217110
	Lalota	Nicholas Joseph		W		2019		8217119
	Lalota	Nicholas Joseph		X	NY02	2019	12/18/2019	30006288
Hon.	LaMalfa	Doug		O	CA01	2019	8/25/2020	10038842
Hon.	LaMalfa	Doug		X	CA01	2019	4/15/2020	30009874
Hon.	Lamb	Conor		O	PA17	2019	8/4/2020	10037583
Hon.	Lamb	Conor		X	PA17	2019	4/15/2020	30009875
	Lamb	Thomas		D	AK00	2019	10/23/2019	9115506
	Lambert	Douglas Westley	III	C	AL01	2019	11/15/2019	8216712
Hon.	Lamborn	Doug		O	CO05	2019	8/10/2020	8217478
Hon.	Lamborn	Doug		P	CO05	2019	1/15/2019	9114304
Hon.	Lamborn	Doug		P	CO05	2019	2/15/2019	9114413
Hon.	Lamborn	Doug		P	CO05	2019	3/15/2019	9114469
Hon.	Lamborn	Doug		P	CO05	2019	4/3/2019	9114505
Hon.	Lamborn	Doug		P	CO05	2019	5/10/2019	9114645
Hon.	Lamborn	Doug		P	CO05	2019	8/14/2019	9115278
Hon.	Lamborn	Doug		P	CO05	2019	11/14/2019	8216681
Hon.	Lamborn	Doug		X	CO05	2019	4/15/2020	30009878
	Lamm	Debra		C	MT00	2019	1/6/2020	10029506
	Lamm	Debra		X	MT00	2019	9/25/2019	30006161
Hon.	Lance	Leonard		T	NJ07	2019	1/29/2019	10025072
	Landin	Jeremiah		D	TX31	2019	5/30/2019	9114930
	Landing	Katherine Dubeau		C	SC01	2019	7/11/2019	10028710
Hon.	Langevin	James R.		A	RI02	2019	8/26/2020	10038844
Hon.	Langevin	James R.		A	RI02	2019	10/30/2020	10039242
Hon.	Langevin	James R.		A	RI02	2019	8/13/2021	10043451
Hon.	Langevin	James R.		O	RI02	2019	8/13/2020	10037403
Hon.	Langevin	James R.		P	RI02	2019	1/24/2019	20011055
Hon.	Langevin	James R.		P	RI02	2019	3/5/2019	20011246
Hon.	Langevin	James R.		P	RI02	2019	3/29/2019	20011335
Hon.	Langevin	James R.		P	RI02	2019	4/12/2019	20011457
Hon.	Langevin	James R.		P	RI02	2019	4/19/2019	20011500
Hon.	Langevin	James R.		P	RI02	2019	4/29/2019	20011561
Hon.	Langevin	James R.		P	RI02	2019	5/10/2019	20011621
Hon.	Langevin	James R.		P	RI02	2019	5/22/2019	20011728
Hon.	Langevin	James R.		P	RI02	2019	6/29/2019	20011911
Hon.	Langevin	James R.		P	RI02	2019	7/3/2019	20011936
Hon.	Langevin	James R.		P	RI02	2019	8/7/2019	20012122
Hon.	Langevin	James R.		P	RI02	2019	8/13/2019	20012164
Hon.	Langevin	James R.		P	RI02	2019	8/21/2019	20012208
Hon.	Langevin	James R.		P	RI02	2019	9/3/2019	20012249
Hon.	Langevin	James R.		P	RI02	2019	9/5/2019	20012270
Hon.	Langevin	James R.		P	RI02	2019	9/26/2019	20012349
Hon.	Langevin	James R.		P	RI02	2019	10/9/2019	20012448
Hon.	Langevin	James R.		P	RI02	2019	10/21/2019	20012499
Hon.	Langevin	James R.		P	RI02	2019	11/5/2019	20012558
Hon.	Langevin	James R.		P	RI02	2019	11/22/2019	20012662
Hon.	Langevin	James R.		P	RI02	2019	12/2/2019	20012688
Hon.	Langevin	James R.		P	RI02	2019	12/23/2019	20013816
Hon.	Langevin	James R.		X	RI02	2019	4/15/2020	30009888
	Langlois	Joel John		C	MI03	2019	8/5/2019	10028823
	Larios-Elias	Citlaly		C	NV01	2019	2/27/2020	10031127
	Larios-Elias	Citlaly		X	NV01	2019	12/2/2019	30006252
	Larsen	Mike		C	OH04	2019	11/21/2019	10031080
Hon.	Larsen	Rick		O	WA02	2019	7/20/2020	10036525
Hon.	Larsen	Rick		X	WA02	2019	4/15/2020	30009894
Hon.	Larson	John B.		O	CT01	2019	8/13/2020	10036828
Hon.	Larson	John B.		P	CT01	2019	2/6/2019	9114359
Hon.	Larson	John B.		P	CT01	2019	3/8/2019	9114443
Hon.	Larson	John B.		P	CT01	2019	4/23/2019	9114549
Hon.	Larson	John B.		P	CT01	2019	7/22/2019	9115182
Hon.	Larson	John B.		P	CT01	2019	8/21/2019	9115324
Hon.	Larson	John B.		P	CT01	2019	9/20/2019	9115407
Hon.	Larson	John B.		P	CT01	2019	9/27/2019	9115441
Hon.	Larson	John B.		P	CT01	2019	11/19/2019	8216717
Hon.	Larson	John B.		P	CT01	2019	11/22/2019	8216749
Hon.	Larson	John B.		X	CT01	2019	4/15/2020	30009895
Hon.	Latta	Robert E.		O	OH05	2019	5/4/2020	10035204
Hon.	Latta	Robert E.		P	OH05	2019	9/5/2019	20012269
Hon.	Latta	Robert E.		X	OH05	2019	4/15/2020	30009898
	Laturner	Jake		C	KS02	2019	10/16/2019	10029712
	Lauf	Catalina		A	IL14	2019	10/17/2019	10029572
	Lauf	Catalina		C	IL14	2019	9/20/2019	10029504
Mr.	Law	Philip Joseph		C	NC03	2019	4/1/2019	10025412
Hon.	Lawrence	Brenda Lulenar		O	MI14	2019	8/13/2020	10036517
Hon.	Lawrence	Brenda Lulenar		P	MI14	2019	8/21/2019	20007477
Hon.	Lawrence	Brenda Lulenar		X	MI14	2019	4/15/2020	30009906
Hon.	Lawson	Alfred	Jr	O	FL05	2019	8/8/2020	10037936
Hon.	Lawson	Alfred	Jr	X	FL05	2019	4/15/2020	30009910
	Learned	Andrew		C	FL15	2019	5/13/2019	10027302
	Leatherwood	Darnell		D	IL01	2019	2/25/2020	8217015
	Leatherwood	Darnell		W		2019		8217035
Mr.	LeBlanc	David J.		C	NY04	2019	5/6/2019	10026805
Mr.	LeBlanc	David J.		W		2019		9115326
	Lecea	Justin		D	TX20	2019	11/27/2019	8216768
	Lecea	Justin		D	TX20	2019	2/25/2020	8217014
	Leckey	Ihssane		D	MA04	2019	5/17/2019	40001512
Mr.	Lee	Albert		C	OR03	2019	5/14/2019	10026463
Hon.	Lee	Barbara		O	CA13	2019	8/13/2020	10037697
Hon.	Lee	Barbara		X	CA13	2019	4/15/2020	30009922
	Lee	Kenneth Baxter		D	MD05	2019	2/25/2020	8217011
Dr.	Lee	Lerah		A	GA07	2019	6/13/2019	10028509
Dr.	Lee	Lerah		C	GA07	2019	6/13/2019	10028499
Hon.	Lee	Susie		O	NV03	2019	8/13/2020	10036453
Hon.	Lee	Susie		P	NV03	2019	3/4/2019	20011203
Hon.	Lee	Susie		P	NV03	2019	3/12/2019	20011262
Hon.	Lee	Susie		P	NV03	2019	4/8/2019	20011411
Hon.	Lee	Susie		P	NV03	2019	5/9/2019	20011607
Hon.	Lee	Susie		P	NV03	2019	7/18/2019	20011814
Hon.	Lee	Susie		P	NV03	2019	8/29/2019	20012111
Hon.	Lee	Susie		P	NV03	2019	9/30/2019	20012262
Hon.	Lee	Susie		P	NV03	2019	10/21/2019	20012436
Hon.	Lee	Susie		P	NV03	2019	12/5/2019	20012566
Hon.	Lee	Susie		X	NV03	2019	4/15/2020	30009929
	Leeder	Virginia Louise		C	TX21	2019	5/17/2019	10028080
	Leger	Teresa		D	NM03	2019	6/3/2019	40001540
	Leger	Teresa		X	NM03	2019	6/5/2019	30005933
	Leger Fernandez	Teresa		C	NM03	2019	9/3/2019	10028323
	Lehtola	Sakinah Lee		C	FL24	2019	10/30/2019	10029829
Mr.	Lemmo	Alfred C.		C	MI13	2019	12/5/2019	10031197
Dr.	Lenzi	Raymond Carl		C	IL12	2019	4/6/2020	8217127
	Lesinski	John		C	VA05	2019	10/11/2019	9115491
	Lesko	Debbie		O	AZ08	2019	8/12/2020	10037681
	Lesko	Debbie		X	AZ08	2019	4/15/2020	30009944
	Letourneau	Joseph	IV	D	CA01	2019	1/2/2020	8216886
	Letourneau	Joseph	IV	X	CA01	2019	1/9/2020	30007307
	Levertt	Kevin Michael		C	FL15	2019	5/17/2019	10025371
Hon.	Levin	Andy		O	MI09	2019	8/13/2020	10036000
Hon.	Levin	Andy		X	MI09	2019	4/15/2020	30009953
Hon.	Levin	Mike		A	CA49	2019	6/1/2021	10040617
Hon.	Levin	Mike		O	CA49	2019	6/13/2020	10036432
Hon.	Levin	Mike		X	CA49	2019	4/15/2020	30009954
Hon.	Levin	Sander M.		T	MI09	2019	4/7/2019	10025063
Hon.	Levin	Sander M.		X	MI09	2019	1/30/2019	30005039
	Lewis	Chris		C	AL05	2019	7/11/2019	10026699
	Lewis	Chris		X	AL05	2019	5/7/2019	30005318
Hon.	Lewis	Jason Mark		A	MN02	2019	1/30/2019	10025123
Hon.	Lewis	Jason Mark		T	MN02	2019	1/10/2019	10025035
Hon.	Lewis	John		X	GA05	2019	4/15/2020	30009958
Hon.	Lieu	Ted		O	CA33	2019	8/13/2020	10038639
Hon.	Lieu	Ted		X	CA33	2019	4/15/2020	30009963
	Liew	Sarah Sun		C	CA33	2019	10/24/2019	10029776
Hon.	Lim	Kenny		D	TX07	2019	4/9/2020	8217147
Hon.	Lim	Kenny		W		2019		8217150
Hon.	Lipinski	Daniel		O	IL03	2019	8/12/2020	10037601
Hon.	Lipinski	Daniel		X	IL03	2019	4/15/2020	30009976
	Littler	Andrew C.		D	OH03	2019	11/22/2019	8216764
	Livengood	Marla		C	CA10	2019	5/15/2019	10027785
	Liverman	Jeron		C	TX24	2019	10/2/2019	10029541
	Livingston	Larry		D	UT02	2019	8/14/2019	9115286
	Lo	Sia		C	MN04	2019	5/1/2020	10033627
Hon.	LoBiondo	Frank A.		T	NJ02	2019	1/18/2019	10025038
	Lockwood	Daniel Ulysses		D	NC04	2019	11/20/2019	8216728
Hon.	Loebsack	David		O	IA02	2019	6/3/2020	8217314
Hon.	Loebsack	David		X	IA02	2019	4/15/2020	30009988
Hon.	Lofgren	Zoe		A	CA19	2019	7/27/2020	10037242
Hon.	Lofgren	Zoe		O	CA19	2019	7/24/2020	10035463
Hon.	Lofgren	Zoe		P	CA19	2019	1/3/2019	20010942
Hon.	Lofgren	Zoe		P	CA19	2019	4/9/2019	20011434
Hon.	Lofgren	Zoe		P	CA19	2019	5/8/2019	20011595
Hon.	Lofgren	Zoe		P	CA19	2019	7/8/2019	20011923
Hon.	Lofgren	Zoe		P	CA19	2019	8/7/2019	20011952
Hon.	Lofgren	Zoe		P	CA19	2019	10/8/2019	20012420
Hon.	Lofgren	Zoe		P	CA19	2019	11/8/2019	20012580
Hon.	Lofgren	Zoe		P	CA19	2019	12/9/2019	20012694
Hon.	Lofgren	Zoe		X	CA19	2019	4/15/2020	30009989
	Londrigan	Betsy Dirksen		C	IL13	2019	5/15/2019	10027348
Hon.	Long	Billy		O	MO07	2019	8/11/2020	8217505
Hon.	Long	Billy		P	MO07	2019	1/9/2019	9114292
Hon.	Long	Billy		P	MO07	2019	2/6/2019	9114358
Hon.	Long	Billy		P	MO07	2019	7/17/2019	9115152
Hon.	Long	Billy		X	MO07	2019	4/15/2020	30009995
	Long	Carolyn N.		C	WA03	2019	9/6/2019	10029209
	Long	Carolyn N.		X	WA03	2019	7/30/2019	9115204
	Loomer	Laura		C	FL21	2019	12/11/2019	10031222
	Lopez	Pedro J.		C	NY13	2019	9/6/2019	10029273
	Lopez	Pedro J.		D	NY13	2019	9/9/2019	40001635
	Lopez	Samelys		C	NY15	2019	2/24/2020	10034652
	Lopez Romero	Brenda		C	GA07	2019	6/8/2019	10028442
Hon.	Loudermilk	Barry		O	GA11	2019	9/11/2020	10039048
Hon.	Loudermilk	Barry		X	GA11	2019	4/15/2020	30010005
Hon.	Love	Mia		T	UT04	2019	2/3/2019	10025069
Hon.	Love	Mia		X	UT04	2019	1/27/2019	30005031
Hon.	Lowenthal	Alan S.		A	CA47	2019	6/21/2021	10040137
Hon.	Lowenthal	Alan S.		O	CA47	2019	8/11/2020	10035021
Hon.	Lowenthal	Alan S.		P	CA47	2019	1/19/2019	20011035
Hon.	Lowenthal	Alan S.		P	CA47	2019	1/19/2019	20011036
Hon.	Lowenthal	Alan S.		P	CA47	2019	2/9/2019	20011126
Hon.	Lowenthal	Alan S.		P	CA47	2019	2/9/2019	20011127
Hon.	Lowenthal	Alan S.		P	CA47	2019	2/9/2019	20011128
Hon.	Lowenthal	Alan S.		P	CA47	2019	2/23/2019	20011191
Hon.	Lowenthal	Alan S.		P	CA47	2019	2/23/2019	20011192
Hon.	Lowenthal	Alan S.		P	CA47	2019	2/23/2019	20011193
Hon.	Lowenthal	Alan S.		P	CA47	2019	2/23/2019	20011194
Hon.	Lowenthal	Alan S.		P	CA47	2019	2/23/2019	20011195
Hon.	Lowenthal	Alan S.		P	CA47	2019	2/23/2019	20011196
Hon.	Lowenthal	Alan S.		P	CA47	2019	2/23/2019	20011197
Hon.	Lowenthal	Alan S.		P	CA47	2019	3/18/2019	20011308
Hon.	Lowenthal	Alan S.		P	CA47	2019	3/18/2019	20011309
Hon.	Lowenthal	Alan S.		P	CA47	2019	3/18/2019	20011310
Hon.	Lowenthal	Alan S.		P	CA47	2019	3/18/2019	20011311
Hon.	Lowenthal	Alan S.		P	CA47	2019	3/23/2019	20011338
Hon.	Lowenthal	Alan S.		P	CA47	2019	3/23/2019	20011339
Hon.	Lowenthal	Alan S.		P	CA47	2019	4/20/2019	20011507
Hon.	Lowenthal	Alan S.		P	CA47	2019	4/20/2019	20011508
Hon.	Lowenthal	Alan S.		P	CA47	2019	4/20/2019	20011509
Hon.	Lowenthal	Alan S.		P	CA47	2019	4/28/2019	20011551
Hon.	Lowenthal	Alan S.		P	CA47	2019	4/28/2019	20011552
Hon.	Lowenthal	Alan S.		P	CA47	2019	4/28/2019	20011553
Hon.	Lowenthal	Alan S.		P	CA47	2019	4/28/2019	20011556
Hon.	Lowenthal	Alan S.		P	CA47	2019	5/19/2019	20011703
Hon.	Lowenthal	Alan S.		P	CA47	2019	5/19/2019	20011704
Hon.	Lowenthal	Alan S.		P	CA47	2019	5/19/2019	20011705
Hon.	Lowenthal	Alan S.		P	CA47	2019	5/31/2019	20011757
Hon.	Lowenthal	Alan S.		P	CA47	2019	5/31/2019	20011758
Hon.	Lowenthal	Alan S.		P	CA47	2019	5/31/2019	20011759
Hon.	Lowenthal	Alan S.		P	CA47	2019	5/31/2019	20011761
Hon.	Lowenthal	Alan S.		P	CA47	2019	6/12/2019	20011831
Hon.	Lowenthal	Alan S.		P	CA47	2019	6/12/2019	20011832
Hon.	Lowenthal	Alan S.		P	CA47	2019	6/12/2019	20011833
Hon.	Lowenthal	Alan S.		P	CA47	2019	7/1/2019	20011913
Hon.	Lowenthal	Alan S.		P	CA47	2019	7/3/2019	20011928
Hon.	Lowenthal	Alan S.		P	CA47	2019	7/27/2019	20012068
Hon.	Lowenthal	Alan S.		P	CA47	2019	7/27/2019	20012069
Hon.	Lowenthal	Alan S.		P	CA47	2019	7/27/2019	20012070
Hon.	Lowenthal	Alan S.		P	CA47	2019	8/10/2019	20012141
Hon.	Lowenthal	Alan S.		P	CA47	2019	8/10/2019	20012142
Hon.	Lowenthal	Alan S.		P	CA47	2019	8/11/2019	20012143
Hon.	Lowenthal	Alan S.		P	CA47	2019	9/1/2019	20012238
Hon.	Lowenthal	Alan S.		P	CA47	2019	9/1/2019	20012239
Hon.	Lowenthal	Alan S.		P	CA47	2019	9/1/2019	20012240
Hon.	Lowenthal	Alan S.		P	CA47	2019	9/21/2019	20012353
Hon.	Lowenthal	Alan S.		P	CA47	2019	9/21/2019	20012354
Hon.	Lowenthal	Alan S.		P	CA47	2019	9/21/2019	20012355
Hon.	Lowenthal	Alan S.		P	CA47	2019	10/5/2019	20012422
Hon.	Lowenthal	Alan S.		P	CA47	2019	10/5/2019	20012423
Hon.	Lowenthal	Alan S.		P	CA47	2019	10/5/2019	20012424
Hon.	Lowenthal	Alan S.		P	CA47	2019	10/9/2019	20012449
Hon.	Lowenthal	Alan S.		P	CA47	2019	10/9/2019	20012450
Hon.	Lowenthal	Alan S.		P	CA47	2019	10/9/2019	20012451
Hon.	Lowenthal	Alan S.		P	CA47	2019	11/7/2019	20012582
Hon.	Lowenthal	Alan S.		P	CA47	2019	11/8/2019	20012586
Hon.	Lowenthal	Alan S.		P	CA47	2019	11/8/2019	20012587
Hon.	Lowenthal	Alan S.		P	CA47	2019	11/8/2019	20012589
Hon.	Lowenthal	Alan S.		P	CA47	2019	11/25/2019	20012663
Hon.	Lowenthal	Alan S.		P	CA47	2019	11/25/2019	20012664
Hon.	Lowenthal	Alan S.		P	CA47	2019	11/25/2019	20012665
Hon.	Lowenthal	Alan S.		P	CA47	2019	12/6/2019	20012705
Hon.	Lowenthal	Alan S.		P	CA47	2019	12/15/2019	20013770
Hon.	Lowenthal	Alan S.		P	CA47	2019	12/15/2019	20013771
Hon.	Lowenthal	Alan S.		P	CA47	2019	12/17/2019	20013782
Hon.	Lowenthal	Alan S.		P	CA47	2019	12/17/2019	20013783
Hon.	Lowenthal	Alan S.		P	CA47	2019	12/17/2019	20013784
Hon.	Lowenthal	Alan S.		X	CA47	2019	4/15/2020	30010010
	Lower	James (Jim) Aaron		C	MI03	2019	9/25/2019	10029531
	Lower	James (Jim) Aaron		X	MI03	2019	7/9/2019	9115116
Hon.	Lowey	Nita M.		O	NY17	2019	8/12/2020	10036106
Hon.	Lowey	Nita M.		X	NY17	2019	4/15/2020	30010012
	Loyola	Benito Ben	Jr.	C	VA02	2019	1/2/2020	10032357
Hon.	Lucas	Frank D.		O	OK03	2019	8/5/2020	10036829
Hon.	Lucas	Frank D.		X	OK03	2019	4/15/2020	30010017
Hon.	Luetkemeyer	Blaine		O	MO03	2019	9/8/2020	8217636
Hon.	Luetkemeyer	Blaine		X	MO03	2019	4/15/2020	30010021
Hon.	Luján	Ben Ray		O	NM03	2019	8/10/2020	8217479
Hon.	Luján	Ben Ray		X	NM03	2019	4/15/2020	30010022
Hon.	Lujan Grisham	Michelle		T	NM01	2019	3/4/2019	10025265
Hon.	Luria	Elaine		O	VA02	2019	8/11/2020	10037941
Hon.	Luria	Elaine		X	VA02	2019	4/15/2020	30010026
	Luscombe	Ned Steve		C	TX11	2019	11/1/2019	10029833
Mr.	Lusk	Matthew		D	FL05	2019	5/20/2019	9114701
	Lutz	Mary Ann		C	CA32	2019	4/25/2019	9114556
	Lyke	Kristina		C	MI08	2019	4/11/2020	10031250
	Lyke	Kristina		X	MI08	2019	12/18/2019	30006283
	Lynch	Holly		C	NY10	2019	7/12/2019	10026630
	Lynch	Holly		X	NY10	2019	5/7/2019	30005310
Hon.	Lynch	Stephen F.		O	MA08	2019	8/6/2020	10035666
Hon.	Lynch	Stephen F.		X	MA08	2019	4/15/2020	30010029
	Lyras	Louis George		C	OH13	2019	11/7/2019	10029913
Hon.	MacArthur	Thomas		P	NJ03	2019	1/11/2019	20010975
Hon.	MacArthur	Thomas		P	NJ03	2019	1/12/2019	20010996
Hon.	MacArthur	Thomas		T	NJ03	2019	5/2/2019	10025041
Hon.	MacArthur	Thomas		X	NJ03	2019	1/9/2019	30005015
	Mace	Nancy		C	SC01	2019	8/23/2019	10029251
	Mack	Kimberly		D	PA18	2019	11/21/2019	8216746
	Madison Downs	John Harrison		C	VA03	2019	3/5/2020	10032397
	Madison Downs	John Harrison		X	VA03	2019	1/9/2020	30007309
	Maes	Desi		C	TX24	2019	1/31/2020	10029941
	Maes	Desi		X	TX24	2019	11/15/2019	30006224
	Magiera	Chris		C	IN03	2019	9/9/2019	10028857
	Magiera	Chris		X	IN03	2019	8/15/2019	30006062
	Makki	Amanda		A	FL13	2019	4/29/2020	10035411
	Makki	Amanda		A	FL13	2019	5/11/2020	10035750
	Makki	Amanda		A	FL13	2019	8/17/2020	10038685
	Makki	Amanda		C	FL13	2019	4/27/2020	10034751
	Malik	Anita		C	AZ06	2019	5/14/2019	10027602
Hon.	Malinowski	Tom		A	NJ07	2019	7/9/2021	10038708
Hon.	Malinowski	Tom		A	NJ07	2019	7/30/2021	10042067
Hon.	Malinowski	Tom		A	NJ07	2019	8/26/2021	10043596
Hon.	Malinowski	Tom		O	NJ07	2019	8/13/2020	10037463
Hon.	Malinowski	Tom		X	NJ07	2019	4/15/2020	30010060
	Malliotakis	Nicole		C	NY11	2019	5/14/2019	10027239
Hon.	Maloney	Carolyn B.		O	NY12	2019	8/13/2020	10037497
Hon.	Maloney	Carolyn B.		P	NY12	2019	1/18/2019	20011020
Hon.	Maloney	Carolyn B.		P	NY12	2019	2/19/2019	20011160
Hon.	Maloney	Carolyn B.		P	NY12	2019	5/16/2019	20011694
Hon.	Maloney	Carolyn B.		P	NY12	2019	8/14/2019	20012023
Hon.	Maloney	Carolyn B.		P	NY12	2019	11/15/2019	20012504
Hon.	Maloney	Carolyn B.		P	NY12	2019	11/15/2019	20012621
Hon.	Maloney	Carolyn B.		X	NY12	2019	4/15/2020	30010065
Hon.	Maloney	Sean Patrick		O	NY18	2019	8/13/2020	10038391
Hon.	Maloney	Sean Patrick		X	NY18	2019	4/15/2020	30010066
	Malouf	Daniel		C	IL14	2019	6/23/2019	10028573
	Mammadov	Ramin		D	SC05	2019	3/4/2020	8217055
	Mandel	Joshua A.		W		2019		9114521
	Mangone	Kim		C	CA23	2019	11/6/2019	10029905
	Mann	Christine Eady		C	TX31	2019	9/2/2019	10028319
	Mann	Christine Eady		X	TX31	2019	6/5/2019	30005932
	Mann	Tracey Robert		C	KS01	2019	10/8/2019	10029452
	Manning	Kathy		A	NC06	2019	12/22/2020	10039333
	Manning	Kathy		C	NC06	2019	2/2/2020	10032295
	Manning	Kathy		X	NC06	2019	1/7/2020	30007292
Ms.	Mantilla	Joanne Marie Cempron		D	PA02	2019	2/26/2020	8217022
	Marchant	Jim		C	NV04	2019	5/15/2019	10025291
Hon.	Marchant	Kenny		O	TX24	2019	8/11/2020	8217500
Hon.	Marchant	Kenny		P	TX24	2019	3/12/2019	9114458
Hon.	Marchant	Kenny		P	TX24	2019	4/12/2019	9114535
Hon.	Marchant	Kenny		P	TX24	2019	7/19/2019	9115168
Hon.	Marchant	Kenny		P	TX24	2019	9/13/2019	9115391
Hon.	Marchant	Kenny		P	TX24	2019	11/19/2019	8216718
Hon.	Marchant	Kenny		P	TX24	2019	1/22/2020	8216921
Hon.	Marchant	Kenny		X	TX24	2019	4/15/2020	30010072
Hon.	Marino	Thomas A.		T	PA10	2019	2/12/2019	9114380
	Marks	Ellen L.		C	IN02	2019	11/23/2019	10029252
	Marks	Ellen L.		X	IN02	2019	9/4/2019	30006129
	Mark-Viverito	Melissa		C	NY15	2019	10/4/2019	10029470
	Marmorato	Lisa		D	FL22	2019	11/20/2019	8216729
Hon.	Marshall	Roger W.		A	KS01	2019	9/24/2021	10043640
Hon.	Marshall	Roger W.		O	KS01	2019	8/13/2020	10037803
Hon.	Marshall	Roger W.		P	KS01	2019	4/11/2019	20011448
Hon.	Marshall	Roger W.		P	KS01	2019	8/28/2019	20011828
Hon.	Marshall	Roger W.		P	KS01	2019	12/11/2019	20012700
Hon.	Marshall	Roger W.		X	KS01	2019	4/15/2020	30010084
	Marsili	Thomasina		C	IN08	2019	1/5/2020	10032388
Mrs.	Marston	Regina L.		C	CA42	2019	1/16/2020	10028714
Mrs.	Marston	Regina L.		D	CA42	2019	9/25/2019	9115417
Mrs.	Marston	Regina L.		X	CA42	2019	7/12/2019	30006024
	Marter	James Thomas		C	IL14	2019	6/27/2019	10028588
	Martin	Brandon Ray		C	AZ02	2019	12/10/2019	10031103
	Martinek	William Charles		C	CA09	2019	11/18/2019	10031046
	Martinez	Christopher Edgardo		W	CA28	2019	12/4/2019	6655
	Martinez	Julian Antonio		D	TX09	2019	3/9/2020	8217074
	Martinez	Julian Antonio		W	TX09	2019	4/7/2020	7712
Mr.	Maryott	Brian L.		C	CA49	2019	4/23/2019	10025856
Hon.	Massie	Thomas		O	KY04	2019	5/13/2020	10035802
Hon.	Massie	Thomas		X	KY04	2019	4/15/2020	30010098
Hon.	Mast	Brian		O	FL18	2019	8/13/2020	10035536
Hon.	Mast	Brian		P	FL18	2019	1/7/2019	20010968
