Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Eastman	Kara		C	NE02	2019	5/8/2019	9114632
	Edick	David Daniel		D	CA50	2019	4/17/2020	40002978
	Edwards	Janet		X	FL07	2019	6/12/2019	30005937
	Egriu	Emin Eddie Mr		D	NY26	2019	11/22/2019	8216763
	Ehr	Phillip Charles		C	FL01	2019	7/11/2019	10027783
	Ehr	Phillip Charles		X	FL01	2019	5/16/2019	30005693
	Ekbom	Travis James		C	MN04	2019	1/1/2020	10032335
	Ekbom	Travis James		D	MN04	2019	8/14/2019	9115285
	Ekstrom	Chris		C	TX13	2019	1/24/2020	8216931
	Ekstrom	Chris		X	TX13	2019	12/2/2019	30006253
Mr.	Elize	Getro		A	CA25	2019	2/3/2020	10033584
Mr.	Elize	Getro Franck		C	CA25	2019	12/23/2019	10032311
	Ellars	James Robert		D	CA08	2019	4/7/2020	8217144
Ms.	Ellerup	Johanna Kristin		D	NY02	2019	12/4/2019	8216785
	Elliott	Bob		C	CA10	2019	6/10/2019	10028447
	Elliott	Joyce Ann		A	AR02	2019	10/8/2020	10039173
	Elliott	Joyce Ann		C	AR02	2019	5/27/2020	10035984
	Ellis	Alan		W		2019		9115173
	Ellis	Kathryn Gail		C	MO08	2019	5/16/2019	9114694
Hon.	Ellison	Keith Maurice		A	MN05	2019	3/12/2019	10025313
Hon.	Ellison	Keith Maurice		T	MN05	2019	3/11/2019	10025288
	Ellyson	Daniel Evan		C	GA08	2019	4/17/2020	10035103
	Elrod	Clyde		D	GA10	2019	11/25/2019	8216759
	Emery	Stephen A.		C	MN07	2019	3/22/2019	10025375
	Emery	Stephen A.		D	MN07	2019	4/3/2019	9114511
Hon.	Emmer	Thomas Earl	Jr	O	MN06	2019	8/10/2020	8217477
Hon.	Emmer	Thomas Earl	Jr	X	MN06	2019	4/15/2020	30009156
Mr.	Emmons	John		C	PA06	2019	8/22/2019	10029228
	Emmons	Robert Alex	Jr.	C	IL01	2019	3/19/2019	10025360
Hon.	Engel	Eliot L.		O	NY16	2019	7/24/2020	10037168
Hon.	Engel	Eliot L.		X	NY16	2019	4/15/2020	30009158
	Engels	Christopher Michael		C	CA48	2019	8/24/2019	10029255
Mr.	Ennis	Craig Edward		A	VA07	2019	4/27/2019	10026321
Mr.	Ennis	Craig Edward		C	VA07	2019	4/23/2019	10026174
Dr.	Enoch	Vanessa L.		C	OH08	2019	3/19/2020	10034703
Hon.	Escobar	Veronica		O	TX16	2019	4/29/2020	10035351
Hon.	Escobar	Veronica		X	TX16	2019	4/15/2020	30009167
Ms.	Escobar	Yadira		D	FL25	2019	12/5/2019	8216790
	Escuder	Jaime		A	TX23	2019	9/23/2019	10029455
	Escuder	Jaime		C	TX23	2019	9/15/2019	10029449
Hon.	Eshoo	Anna G.		O	CA18	2019	4/27/2020	10035194
Hon.	Eshoo	Anna G.		X	CA18	2019	4/15/2020	30009168
	Esmus	Jeff		C	CA08	2019	1/10/2020	10032286
Hon.	Espaillat	Adriano		O	NY13	2019	8/11/2020	10037676
Hon.	Espaillat	Adriano		X	NY13	2019	4/15/2020	30009170
	Espinoza	Maria		C	TX07	2019	9/9/2019	10029374
	Esshaki	Eric		C	MI11	2019	2/28/2020	10029925
	Esshaki	Eric		X	MI11	2019	11/13/2019	30006222
	Estavillo	Erik		C	CA19	2019	6/27/2019	10028600
Hon.	Estes	Ron		O	KS04	2019	8/12/2020	10037361
Hon.	Estes	Ron		X	KS04	2019	4/15/2020	30009175
Hon.	Esty	Elizabeth H.		T	CT05	2019	5/1/2019	10025025
Hon.	Esty	Elizabeth H.		X	CT05	2019	1/6/2019	30005011
Hon.	Evans	Dwight		O	PA03	2019	8/12/2020	10037876
Hon.	Evans	Dwight		P	PA03	2019	5/15/2019	20011689
Hon.	Evans	Dwight		P	PA03	2019	11/15/2019	20012610
Hon.	Evans	Dwight		X	PA03	2019	4/15/2020	30009183
	Evans	Jerry		W	IL14	2019	6/1/2020	7781
	Evans	Jerry		X	IL14	2019	12/2/2019	30006242
	Everly	Steven R.		C	IA02	2019	4/3/2020	10034757
	Fabert	Shannon		C	KY04	2019	1/12/2020	10029644
	Fabricant	Danny		C	CA30	2019	3/3/2020	8217048
	Fabricant	Danny		D	CA30	2019	3/5/2019	9114453
	Fabricant	Danny		D	CA30	2019	12/3/2019	8216772
	Faircloth	James David		C	TX11	2019	11/2/2019	10029695
	Farkas	Evelyn		C	NY17	2019	3/17/2020	10031194
	Farkas	Evelyn		X	NY17	2019	12/10/2019	30006270
	Farley	Chele Chiavacci		C	NY18	2019	5/15/2020	10028915
	Farley	Chele Chiavacci		X	NY18	2019	8/7/2019	30006075
	Farrar	Ryan		D	IN01	2019	1/8/2020	40001799
Mr.	Farris	Jaden Thomas		D	MD05	2019	1/25/2019	40001420
Mr.	Farrow	Daryl		C	NC03	2019	6/3/2019	10028318
Mr.	Farrow	Daryl		D	NC03	2019	6/3/2019	40001538
Hon.	Faso	John J.		T	NY19	2019	1/17/2019	10025068
	Fazenbaker	Timothy		C	MD02	2019	8/16/2019	10029153
	Fazenbaker	Timothy		D	MD02	2019	9/3/2019	9115365
	Feehan	Daniel		A	MN01	2019	9/28/2020	10039145
	Feehan	Daniel		C	MN01	2019	10/31/2019	10029720
	Feenstra	Randall		C	IA04	2019	5/15/2019	9114697
Dr.	Feig	Anthony Dean		C	MI04	2019	8/23/2019	10029241
	Feldman	Michael A.		D	MD02	2019	12/5/2019	8216792
Dr.	Felix	Anthony	Jr.	C	CA40	2019	7/29/2019	10028866
	Felton	Elizabeth		C	FL21	2019	2/16/2020	10034651
Mr.	Felts	Michael Joseph		C	TX21	2019	3/21/2019	9114487
Hon.	Ferguson	A. Drew	IV	O	GA03	2019	8/12/2020	10036705
Hon.	Ferguson	A. Drew	IV	X	GA03	2019	4/15/2020	30009207
	Ferguson	Andrew		C	GA10	2019	11/28/2019	10031122
	Ferguson	Dana 9062045900		C	MI01	2019	7/14/2019	10028740
	Ferguson	Dana 9062045900		D	MI01	2019	7/3/2019	9115118
	Ferrara	Daniel Phillip		W	CA53	2019	11/5/2019	6645
	Ferrer	Gabriel A.		C	FL27	2019	4/23/2019	10026166
	Feucht	J.C. Sean		C	CA03	2019	1/10/2020	10029604
	Feucht	J.C. Sean		X	CA03	2019	10/10/2019	30006177
Mr.	Fields	Zachary Blake		W		2019		8216831
Mr.	Fields	Zack Blake		C	CA53	2019	9/21/2019	10029510
Dr.	Figlesthaler	William Matthew		C	FL19	2019	2/29/2020	10031133
Dr.	Figlesthaler	William Matthew		X	FL19	2019	12/5/2019	30006256
Ms.	Fine	Allison Harris		C	NY17	2019	2/22/2020	10031118
Ms.	Fine	Allison Harris		X	NY17	2019	12/2/2019	30006249
Ms.	Fine	Allison Harris		X	NY17	2019	1/29/2020	30008324
	Finello	Christina		C	PA01	2019	11/22/2019	10028904
	Finello	Christina		X	PA01	2019	9/4/2019	30006073
	Fink	Chris		C	NY16	2019	2/26/2020	10031045
	Fink	Chris		X	NY16	2019	11/19/2019	30006238
Hon.	Finkenauer	Abby		O	IA01	2019	8/7/2020	10037241
Hon.	Finkenauer	Abby		X	IA01	2019	4/15/2020	30009225
	Fischbach	Michelle		A	MN07	2019	10/2/2019	10029584
	Fischbach	Michelle		C	MN07	2019	10/2/2019	10029580
	Fisher	William Carl		W		2019		9114691
Mrs.	Fitchett-Hickson	Christina Ellen		D	MI05	2019	12/27/2019	8216894
	Fitzgerald	Scott L.		C	WI05	2019	10/16/2019	10029610
	Fitzherbert	Brian		C	NJ02	2019	8/15/2019	10028991
Hon.	Fitzpatrick	Brian		O	PA01	2019	5/15/2020	10035197
Hon.	Fitzpatrick	Brian		X	PA01	2019	4/15/2020	30009232
	Flanders	Kathi		C	OH10	2019	1/10/2020	10032305
Hon.	Fleischmann	Charles J. "Chuck"		O	TN03	2019	6/19/2020	8217337
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2019	3/15/2019	9114472
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2019	5/21/2019	9114801
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2019	6/14/2019	9115049
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2019	7/26/2019	9115195
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2019	8/15/2019	9115277
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2019	10/17/2019	9115489
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2019	11/26/2019	8216748
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2019	12/10/2019	8216800
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2019	1/9/2020	8216874
Hon.	Fleischmann	Charles J. "Chuck"		X	TN03	2019	4/15/2020	30009241
	Fleming	Bridget		C	NY01	2019	3/25/2020	10032309
	Fleming	Bridget		X	NY01	2019	1/9/2020	30007298
	Fleming	Bridget		X	NY01	2019	2/27/2020	30008338
Mr.	Fleming	Richard L.		C	TX24	2019	7/5/2019	10028684
	Fletcher	Crystal Lee		C	TX24	2019	8/13/2019	10027683
	Fletcher	Crystal Lee		X	TX24	2019	5/23/2019	9114789
	Fletcher	Crystal Lee		X	TX24	2019	6/5/2019	30005769
Hon.	Fletcher	Elizabeth		A	TX07	2019	8/13/2021	10043182
Hon.	Fletcher	Elizabeth		O	TX07	2019	8/13/2020	10036901
Hon.	Fletcher	Elizabeth		P	TX07	2019	4/23/2019	20011510
Hon.	Fletcher	Elizabeth		P	TX07	2019	5/13/2019	20011669
Hon.	Fletcher	Elizabeth		P	TX07	2019	6/16/2019	20011855
Hon.	Fletcher	Elizabeth		P	TX07	2019	7/25/2019	20012053
Hon.	Fletcher	Elizabeth		X	TX07	2019	4/15/2020	30009245
	Flora	John J.		A	NJ10	2019	5/6/2020	10035609
	Flora	John J.		C	NJ10	2019	7/1/2019	10028626
Hon.	Flores	Bill		O	TX17	2019	8/14/2020	8217539
Hon.	Flores	Bill		P	TX17	2019	1/10/2019	20010991
Hon.	Flores	Bill		P	TX17	2019	2/11/2019	20011133
Hon.	Flores	Bill		P	TX17	2019	3/8/2019	20011261
Hon.	Flores	Bill		P	TX17	2019	4/4/2019	20011395
Hon.	Flores	Bill		P	TX17	2019	5/14/2019	20011685
Hon.	Flores	Bill		P	TX17	2019	6/13/2019	20011847
Hon.	Flores	Bill		P	TX17	2019	7/12/2019	20011996
Hon.	Flores	Bill		P	TX17	2019	8/12/2019	20012144
Hon.	Flores	Bill		P	TX17	2019	9/13/2019	20012307
Hon.	Flores	Bill		P	TX17	2019	10/7/2019	20012438
Hon.	Flores	Bill		P	TX17	2019	11/10/2019	20012596
Hon.	Flores	Bill		P	TX17	2019	12/18/2019	20013789
Hon.	Flores	Bill		X	TX17	2019	4/15/2020	30009247
Mr.	Flores	Marc		C	TX18	2019	5/14/2019	10026985
Ms.	Flynn	Angela Darrow		C	NC06	2019	5/14/2019	10027766
	Foglesong	Jason		D	TX13	2019	1/27/2020	8216928
	Forbes	Wesley		C	OK04	2019	12/2/2019	10031160
	Forbes	Wesley		D	OK04	2019	12/4/2019	40001776
Mr.	Ford	Jerry	Sr.	D	TX18	2019	6/10/2019	40001545
Hon.	Fortenberry	Jeff		O	NE01	2019	8/13/2020	10038524
Hon.	Fortenberry	Jeff		P	NE01	2019	11/5/2019	20012568
Hon.	Fortenberry	Jeff		P	NE01	2019	11/5/2019	20012569
Hon.	Fortenberry	Jeff		X	NE01	2019	4/15/2020	30009260
	Foster	Adrienne		C	KS03	2019	10/31/2019	10029830
Hon.	Foster	Bill William		O	IL11	2019	7/15/2020	10035642
Hon.	Foster	George William		X	IL11	2019	4/15/2020	30009261
	Foster	Nikki		C	OH01	2019	10/28/2019	10028746
	Foster	Nikki		X	OH01	2019	7/29/2019	30006055
	Foster	Russell		C	TX04	2019	10/13/2019	10029694
Dr.	Fox	Devorah Ann		D	CA53	2019	2/27/2020	8217030
	Foxworth	Joshua Adam		C	TX14	2019	12/7/2019	10031214
	Foxworth	Joshua Adam		D	TX14	2019	1/8/2020	40001796
Hon.	Foxx	Virginia		O	NC05	2019	7/17/2020	10035442
Hon.	Foxx	Virginia		P	NC05	2019	1/7/2019	20010945
Hon.	Foxx	Virginia		P	NC05	2019	2/5/2019	20011092
Hon.	Foxx	Virginia		P	NC05	2019	3/7/2019	20011227
Hon.	Foxx	Virginia		P	NC05	2019	4/3/2019	20011373
Hon.	Foxx	Virginia		P	NC05	2019	5/10/2019	20011583
Hon.	Foxx	Virginia		P	NC05	2019	6/3/2019	20011691
Hon.	Foxx	Virginia		P	NC05	2019	7/2/2019	20011918
Hon.	Foxx	Virginia		P	NC05	2019	8/8/2019	20012087
Hon.	Foxx	Virginia		P	NC05	2019	9/12/2019	20012274
Hon.	Foxx	Virginia		P	NC05	2019	10/7/2019	20012397
Hon.	Foxx	Virginia		P	NC05	2019	11/12/2019	20012556
Hon.	Foxx	Virginia		P	NC05	2019	12/3/2019	20012693
Hon.	Foxx	Virginia		X	NC05	2019	4/15/2020	30009265
	Frame	Sean Colin		C	CA04	2019	1/1/2020	10026341
	Frame	Sean Colin		X	CA04	2019	5/16/2019	30005486
	Francois	Vennia V.		C	FL07	2019	11/13/2019	10030001
	Frankel	Amanda Pearl		C	NY10	2019	7/11/2019	10028055
	Frankel	Amanda Pearl		D	NY10	2019	5/17/2019	40001513
Hon.	Frankel	Lois		O	FL21	2019	8/10/2020	10035487
Hon.	Frankel	Lois		P	FL21	2019	1/28/2019	20011033
Hon.	Frankel	Lois		P	FL21	2019	2/25/2019	20011186
Hon.	Frankel	Lois		P	FL21	2019	3/27/2019	20011329
Hon.	Frankel	Lois		P	FL21	2019	4/25/2019	20011523
Hon.	Frankel	Lois		P	FL21	2019	5/21/2019	20011700
Hon.	Frankel	Lois		P	FL21	2019	6/20/2019	20011873
Hon.	Frankel	Lois		P	FL21	2019	7/19/2019	20012024
Hon.	Frankel	Lois		P	FL21	2019	9/3/2019	20012227
Hon.	Frankel	Lois		P	FL21	2019	9/30/2019	20012386
Hon.	Frankel	Lois		P	FL21	2019	10/24/2019	20012498
Hon.	Frankel	Lois		P	FL21	2019	11/22/2019	20012655
Hon.	Frankel	Lois		P	FL21	2019	12/20/2019	20013803
Hon.	Frankel	Lois		X	FL21	2019	4/15/2020	30009271
Mr.	Franks	David Philip	Jr.	C	NY15	2019	6/20/2019	9115066
	Freeland	Jillian		C	CO05	2019	7/26/2019	10027200
	Freeland	Jillian		D	CO05	2019	5/17/2019	40001502
Mr.	Freeman	Kevin		D	NH01	2019	5/28/2020	8217277
	Freeman	Morgann		D	NE02	2019	7/25/2019	9115190
	Freitas	Nick J.		C	VA07	2019	3/16/2020	10032297
	Freitas	Nick J.		X	VA07	2019	1/7/2020	30007293
Hon.	Frelinghuysen	Rodney P.		T	NJ11	2019	2/19/2019	9114401
	Freshour	Shannon		C	OH04	2019	11/7/2019	10029177
	Freshour	Shannon		X	OH04	2019	8/26/2019	30006121
	Fricilone	Mike		C	IL03	2019	10/5/2019	10028688
	Fricilone	Mike		D	IL03	2019	7/19/2019	9115176
	Fricilone	Mike		X	IL03	2019	7/12/2019	30006023
	Fricke	Brandon		C	CA33	2019	10/30/2019	10029687
	Friedenberg	Marc		C	PA12	2019	2/25/2019	10025237
	Frontela	Carlos		C	FL14	2019	12/28/2019	10032338
Hon.	Fudge	Marcia L.		O	OH11	2019	7/31/2020	10036236
Hon.	Fudge	Marcia L.		X	OH11	2019	4/15/2020	30009290
	Fugal	Russel		D	UT03	2019	9/3/2019	40001629
Hon.	Fulcher	Russ		O	ID01	2019	8/13/2020	10036667
Hon.	Fulcher	Russ		X	ID01	2019	4/15/2020	30009291
	Fuller	Lori		C	IL15	2019	10/2/2019	10029593
	Funk	Joel David		C	IL12	2019	11/17/2019	10031034
	Furin	Rhonda Dee		C	CA45	2019	11/20/2019	8216724
Hon.	Gabbard	Tulsi		O	HI02	2019	8/14/2020	10038227
Hon.	Gabbard	Tulsi		X	HI02	2019	4/15/2020	30009295
	Gad	Sarah		A	IL01	2019	6/18/2019	10028542
	Gad	Sarah		C	IL01	2019	6/18/2019	10028541
Hon.	Gaetz	Matt		O	FL01	2019	8/13/2020	10037260
Hon.	Gaetz	Matt		X	FL01	2019	4/15/2020	30009298
	Gagarin	Melquiades Mr		C	NY06	2019	8/17/2019	10029176
	Gaither	Kevin		C	IL15	2019	2/21/2020	10034664
Hon.	Gallagher	Michael John		O	WI08	2019	8/6/2020	10037194
Hon.	Gallagher	Michael John		X	WI08	2019	4/15/2020	30009302
	Gallagher	Tom		C	CA12	2019	6/21/2019	10028565
Hon.	Gallego	Ruben		A	AZ07	2019	8/28/2020	8217611
Hon.	Gallego	Ruben		A	AZ07	2019	8/9/2021	10042709
Hon.	Gallego	Ruben		O	AZ07	2019	8/13/2020	10037527
Hon.	Gallego	Ruben		X	AZ07	2019	4/15/2020	30009306
	Galvin	Alyse		C	AK00	2019	12/19/2019	10031218
	Gamba	Mark		C	OR05	2019	5/15/2019	10027615
	Gandhi	Pritesh		A	TX10	2019	8/14/2019	10029115
	Gandhi	Pritesh		C	TX10	2019	8/14/2019	10027799
	Gandhi	Pritesh		X	TX10	2019	5/16/2019	30005701
Hon.	Garamendi	John		O	CA03	2019	7/31/2020	10035024
Hon.	Garamendi	John		X	CA03	2019	4/15/2020	30009312
	Garbarino	Andrew		C	NY02	2019	3/25/2020	10034762
	Garcia	Eric		C	CA22	2019	10/3/2019	10029550
	Garcia	Michael		C	CA25	2019	7/29/2019	10028865
	Garcia	Michael		X	CA25	2019	5/8/2019	9114629
Hon.	Garcia	Sylvia		O	TX29	2019	8/13/2020	10038396
Hon.	Garcia	Sylvia		X	TX29	2019	4/15/2020	30009315
Hon.	García	Jesús G. "Chuy"		O	IL04	2019	8/12/2020	10037633
Hon.	García	Jesús G. "Chuy"		X	IL04	2019	4/15/2020	30009316
	Garcia Holmes	Michelle		A	NM01	2019	10/10/2021	10043859
	Garcia Holmes	Michelle		C	NM01	2019	11/27/2019	10031136
Mrs.	Garcia-Ureste	Alia D.		C	TX23	2019	11/28/2019	10031137
	Gardner	Kiani A.		C	AL01	2019	7/27/2019	10028816
Hon.	Garrett	Thomas Alexander		T	VA05	2019	3/4/2019	10025139
Hon.	Garrett	Thomas Alexander		X	VA05	2019	2/1/2019	30005043
Mr.	Garza	Mauro Everett Mr		C	TX20	2019	1/31/2020	10033570
	Gennawey	Ray		C	CA45	2019	5/14/2019	10027780
	Gentles	Karl E.		C	AZ06	2019	4/3/2020	10034796
	Gentles	Karl E.		D	AZ06	2019	4/6/2020	8217129
	Geppert	Katy		C	MO03	2019	6/15/2019	10028037
	Geppert	Katy		X	MO03	2019	5/20/2019	30005828
	Gerber	Raymond		D	NC09	2019	10/21/2019	40001688
	German	Anthony		C	NY19	2019	8/21/2019	10029218
	Gershon	Perry		C	NY01	2019	8/19/2019	10028431
	Gershon	Perry		X	NY01	2019	6/12/2019	30005942
	Ghassali	Mike		A	NJ05	2019	10/30/2019	10029824
	Ghassali	Mike		A	NJ05	2019	11/6/2019	8216651
	Ghassali	Mike		A	NJ05	2019	11/8/2019	10029939
	Ghassali	Mike		A	NJ05	2019	12/1/2019	10031154
	Ghassali	Mike		C	NJ05	2019	8/30/2019	10029242
	Ghazanfari	Arash M.		W		2019		9114514
	Ghebreghiorgis	Andom A.		C	NY16	2019	7/12/2019	10028707
Hon.	Gianforte	Greg		O	MT00	2019	8/13/2020	8217520
Hon.	Gianforte	Greg		P	MT00	2019	1/23/2019	20011039
Hon.	Gianforte	Greg		P	MT00	2019	2/2/2019	20011087
Hon.	Gianforte	Greg		P	MT00	2019	2/8/2019	20011124
Hon.	Gianforte	Greg		P	MT00	2019	2/14/2019	20011156
Hon.	Gianforte	Greg		P	MT00	2019	3/6/2019	20011157
Hon.	Gianforte	Greg		P	MT00	2019	3/11/2019	20011276
Hon.	Gianforte	Greg		P	MT00	2019	3/25/2019	20011346
Hon.	Gianforte	Greg		P	MT00	2019	3/29/2019	20011354
Hon.	Gianforte	Greg		P	MT00	2019	4/9/2019	20011418
Hon.	Gianforte	Greg		P	MT00	2019	4/13/2019	20011459
Hon.	Gianforte	Greg		P	MT00	2019	4/26/2019	20011546
Hon.	Gianforte	Greg		P	MT00	2019	5/18/2019	20011701
Hon.	Gianforte	Greg		P	MT00	2019	5/31/2019	20011767
Hon.	Gianforte	Greg		P	MT00	2019	6/12/2019	20011835
Hon.	Gianforte	Greg		P	MT00	2019	7/1/2019	20011916
Hon.	Gianforte	Greg		P	MT00	2019	7/29/2019	20012072
Hon.	Gianforte	Greg		P	MT00	2019	8/26/2019	20012222
Hon.	Gianforte	Greg		P	MT00	2019	10/1/2019	20012395
Hon.	Gianforte	Greg		P	MT00	2019	10/20/2019	20012476
Hon.	Gianforte	Greg		P	MT00	2019	10/30/2019	20012519
Hon.	Gianforte	Greg		P	MT00	2019	11/27/2019	20012677
Hon.	Gianforte	Greg		P	MT00	2019	12/23/2019	20013815
Hon.	Gianforte	Greg		P	MT00	2019	12/31/2019	20013827
Hon.	Gianforte	Greg		X	MT00	2019	4/15/2020	30009341
Hon.	Gibbs	Bob		O	OH07	2019	8/4/2020	10035070
Hon.	Gibbs	Bob		P	OH07	2019	1/13/2019	20011006
Hon.	Gibbs	Bob		P	OH07	2019	3/25/2019	20011344
Hon.	Gibbs	Bob		P	OH07	2019	3/31/2019	20011364
Hon.	Gibbs	Bob		P	OH07	2019	5/3/2019	20011599
Hon.	Gibbs	Bob		P	OH07	2019	5/28/2019	20011745
Hon.	Gibbs	Bob		P	OH07	2019	6/18/2019	20011860
Hon.	Gibbs	Bob		P	OH07	2019	11/6/2019	20012571
Hon.	Gibbs	Bob		P	OH07	2019	11/26/2019	20012674
Hon.	Gibbs	Bob		P	OH07	2019	12/20/2019	20013806
Hon.	Gibbs	Bob		P	OH07	2019	12/23/2019	20013813
Hon.	Gibbs	Bob		X	OH07	2019	4/15/2020	30009342
	Gibbs	Kate		C	NJ03	2019	3/12/2020	10031205
	Gibbs	Kate		X	NJ03	2019	12/18/2019	30006273
	Giblin	Scott		D	CA05	2019	11/20/2019	8216735
	Gilbert	Hank		C	TX01	2019	3/28/2020	10034776
	Giles	David Victor		C	AZ09	2019	4/23/2019	10026159
	Gilmer	Thomas M.		A	CT02	2019	8/20/2019	10029199
	Gilmer	Thomas M.		C	CT02	2019	8/20/2019	10029198
	Girl	Maebe A.		D	CA28	2019	8/20/2019	40001618
Mr.	Glick	Jesse Fallon		D	CA36	2019	9/30/2019	9115449
	Gnibus	Kristy		C	PA16	2019	10/27/2019	10029804
	Goble	Richard		D	FL07	2019	10/25/2019	40001695
	Godfrey	Aaron Paul		C	OH16	2019	1/11/2020	10032352
Hon.	Gohmert	Louie		O	TX01	2019	8/12/2020	10036001
Hon.	Gohmert	Louie		X	TX01	2019	4/15/2020	30009356
	Goldbeck	Janessa		C	CA53	2019	10/29/2019	10029815
	Goldberg	Deborah		W	MA04	2019	2/24/2020	7690
	Golden	Crystal Marie		D	CA26	2019	9/19/2019	40001652
	Golden	Crystal Marie		W		2019		8216820
Hon.	Golden	Jared		O	ME02	2019	8/10/2020	10037632
Hon.	Golden	Jared		X	ME02	2019	4/15/2020	30009361
	Goldstein	Robbie		C	MA08	2019	12/14/2019	10032262
	Gomez	Georgette		C	CA53	2019	10/11/2019	10029688
Hon.	Gomez	Jimmy		A	CA34	2019	8/13/2021	10043446
Hon.	Gomez	Jimmy		O	CA34	2019	8/13/2020	10038093
Hon.	Gomez	Jimmy		X	CA34	2019	4/15/2020	30009370
	Gonsalves	Mark		C	GA07	2019	8/27/2019	10028125
	Gonsalves	Mark		X	GA07	2019	5/28/2019	30005903
	Gonzales	Christopher John		C	CA45	2019	2/22/2020	10033503
	Gonzales	Ernest Anthony Tony	II	C	TX23	2019	9/30/2019	10029567
	Gonzales	Ernest Anthony Tony	II	D	TX23	2019	8/6/2019	9115232
Hon.	Gonzalez	Anthony E.		O	OH16	2019	6/11/2020	10036198
Hon.	Gonzalez	Anthony E.		P	OH16	2019	8/14/2019	20012170
Hon.	Gonzalez	Anthony E.		P	OH16	2019	11/11/2019	20012598
Hon.	Gonzalez	Anthony E.		P	OH16	2019	12/20/2019	20013793
Hon.	Gonzalez	Anthony E.		X	OH16	2019	4/15/2020	30009372
Hon.	Gonzalez	Vicente		A	TX15	2019	8/6/2021	8218223
Hon.	Gonzalez	Vicente		O	TX15	2019	8/11/2020	8217497
Hon.	Gonzalez	Vicente		X	TX15	2019	4/15/2020	30009375
Hon.	Gonzalez Colon	Jenniffer		X	PR00	2019	4/15/2020	30009376
Hon.	Gonzalez-Colon	Jenniffer		O	PR00	2019	8/13/2020	10038628
	Good	Margaret Elizabeth Rowell		A	FL16	2019	5/14/2020	10035896
	Good	Margaret Elizabeth Rowell		C	FL16	2019	8/20/2019	10029178
	Good	Margaret Elizabeth Rowell		X	FL16	2019	9/9/2019	9115363
	Good	Robert		A	VA05	2019	10/5/2020	10039161
	Good	Robert		C	VA05	2019	12/29/2019	10029817
	Good	Robert		X	VA05	2019	11/1/2019	30006210
Hon.	Gooden	Lance		O	TX05	2019	8/13/2020	10038406
Hon.	Gooden	Lance		X	TX05	2019	4/15/2020	30009378
Hon.	Goodlatte	Bob		T	VA06	2019	1/23/2019	9114314
	Goodrow	Cristos Jon		W		2019		8216982
	Goodrow	Cristos Jon		X	CA14	2019	1/8/2020	8216865
Mr.	Gordon	Dan Earnest		D	WA08	2019	1/2/2020	8216891
	Gordon	Jacqueline		A	NY02	2019	7/25/2020	10036515
	Gordon	Jacqueline		C	NY02	2019	6/3/2019	10028355
	Gore	Laverne		C	OH11	2019	11/18/2019	8216711
	Gore	Laverne		C	OH11	2019	4/8/2020	8217142
	Gorman	Jeff		C	CA20	2019	1/6/2020	10032398
	Goroff	Nancy		C	NY01	2019	11/14/2019	8216679
	Goroff	Nancy		X	NY01	2019	8/8/2019	9115254
Hon.	Gosar	Paul A.		O	AZ04	2019	8/13/2020	8217521
Hon.	Gosar	Paul A.		X	AZ04	2019	4/15/2020	30009385
Hon.	Gottheimer	Josh		A	NJ05	2019	8/13/2021	10039180
Hon.	Gottheimer	Josh		O	NJ05	2019	8/13/2020	10036332
Hon.	Gottheimer	Josh		P	NJ05	2019	1/4/2019	20010919
Hon.	Gottheimer	Josh		P	NJ05	2019	1/31/2019	20011063
Hon.	Gottheimer	Josh		P	NJ05	2019	2/25/2019	20011187
Hon.	Gottheimer	Josh		P	NJ05	2019	3/28/2019	20011343
Hon.	Gottheimer	Josh		P	NJ05	2019	4/5/2019	20011398
Hon.	Gottheimer	Josh		P	NJ05	2019	5/20/2019	20011641
Hon.	Gottheimer	Josh		P	NJ05	2019	6/15/2019	20011820
Hon.	Gottheimer	Josh		P	NJ05	2019	7/18/2019	20011982
Hon.	Gottheimer	Josh		P	NJ05	2019	8/13/2019	20012044
Hon.	Gottheimer	Josh		P	NJ05	2019	9/16/2019	20012180
Hon.	Gottheimer	Josh		P	NJ05	2019	9/16/2019	20012330
Hon.	Gottheimer	Josh		P	NJ05	2019	10/11/2019	20012430
Hon.	Gottheimer	Josh		P	NJ05	2019	11/8/2019	20012554
Hon.	Gottheimer	Josh		P	NJ05	2019	12/9/2019	20012702
Hon.	Gottheimer	Josh		X	NJ05	2019	4/15/2020	30009389
Hon.	Gowdy	Trey		T	SC04	2019	2/6/2019	9114364
	Gradel	Ted		C	IL14	2019	8/26/2019	10029208
Hon.	Granger	Kay		O	TX12	2019	8/11/2020	10038038
Hon.	Granger	Kay		X	TX12	2019	4/15/2020	30009400
Mr.	Granville	Earl		C	PA08	2019	4/6/2020	8217125
Hon.	Graves	Garret		O	LA06	2019	8/13/2020	10038543
